ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID,country_name,continent
1,Gustavo Kuerten,1976-09-10,BRA,,,,,,,,,,,,14807000.0,,,,,,,,"Brazil, Federative Republic of",South America
2,Marat Safin,1980-01-27,RUS,,,,,,,,,,,,14373291.0,,,,,,,,Russian Federation,Asia
3,Andre Agassi,1970-04-29,USA,,,,,,,,,,,,31152975.0,,,,,,,,United States of America,North America
4,Pete Sampras,1971-08-12,USA,,,,,,,,,,,,43280489.0,,,,,,,,United States of America,North America
5,Magnus Norman,1976-05-30,SWE,,,,,,,,,,,,4537247.0,,,,,,,,"Sweden, Kingdom of",Europe
6,Yevgeny Kafelnikov,1974-02-18,RUS,,,,,,,,,,,,23883797.0,,,,,,,,Russian Federation,Asia
7,Lleyton Hewitt,1981-02-24,AUS,,,,,,,,,,,,20889965.0,,,,,,,,"Australia, Commonwealth of",Oceania
8,Patrick Rafter,1972-12-28,AUS,,,,,,,,,,,,11133128.0,,,,,,,,"Australia, Commonwealth of",Oceania
9,Tim Henman,1974-09-06,GBR,,,,,,,,,,,,11635542.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
10,Juan Carlos Ferrero,1980-02-12,ESP,,,,,,,,,,,,13998165.0,,,,,,,,"Spain, Kingdom of",Europe
11,Alex Corretja,1974-04-11,ESP,,,,,,,,,,,,10411354.0,,,,,,,,"Spain, Kingdom of",Europe
12,Arnaud Clement,1977-12-17,FRA,,,,,,,,,,,,7125228.0,,,,,,,,"France, French Republic",Europe
13,Sebastien Grosjean,1978-05-29,FRA,,,,,,,,,,,,8131803.0,,,,,,,,"France, French Republic",Europe
14,Thomas Enqvist,1974-03-13,SWE,,,,,,,,,,,,10461641.0,,,,,,,,"Sweden, Kingdom of",Europe
15,Jan-Michael Gambill,1977-06-03,USA,,,,,,,,,,,,3612893.0,,,,,,,,United States of America,North America
16,Mark Philippoussis,1976-11-07,AUS,,,,,,,,,,,,6987402.0,,,,,,,,"Australia, Commonwealth of",Oceania
17,Franco Squillari,1975-08-22,ARG,,,,,,,,,,,,2504591.0,,,,,,,,"Argentina, Argentine Republic",South America
18,Dominik Hrbaty,1978-01-04,SVK,,,,,,,,,,,,7070095.0,,,,,,,,Slovakia (Slovak Republic),Europe
19,Roger Federer,1981-08-08,SUI,,,,,,,,,,,,130594339.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
20,Wayne Ferreira,1971-09-15,RSA,,,,,,,,,,,,9969617.0,,,,,,,,"South Africa, Republic of",Africa
21,Andrei Pavel,1974-01-27,ROU,,,,,,,,,,,,5225028.0,,,,,,,,Romania,Europe
22,Tommy Haas,1978-04-03,GER,,,,,,,,,,,,13609987.0,,,,,,,,"Germany, Federal Republic of",Europe
23,Thomas Johansson,1975-03-24,SWE,,,,,,,,,,,,7168029.0,,,,,,,,"Sweden, Kingdom of",Europe
24,Carlos Moya,1976-08-27,ESP,,,,,,,,,,,,13443970.0,,,,,,,,"Spain, Kingdom of",Europe
25,Marcelo Rios,1975-12-26,CHI,,,,,,,,,,,,9713771.0,,,,,,,,"Chile, Republic of",South America
26,Vladimir Voltchkov,1978-04-07,BLR,,,,,,,,,,,,1315133.0,,,,,,,,"Belarus, Republic of",Europe
27,Hicham Arazi,1973-10-19,MAR,,,,,,,,,,,,3602644.0,,,,,,,,"Morocco, Kingdom of",Africa
28,David Prinosil,1973-03-09,GER,,,,,,,,,,,,4016496.0,,,,,,,,"Germany, Federal Republic of",Europe
29,Sjeng Schalken,1976-09-08,NED,,,,,,,,,,,,5192798.0,,,,,,,,"Netherlands, Kingdom of the",Europe
30,Guillermo Coria,1982-01-13,ARG,,,,,,,,,,,,5915620.0,,,,,,,,"Argentina, Argentine Republic",South America
31,Todd Martin,1970-07-08,USA,,,,,,,,,,,,8232355.0,,,,,,,,United States of America,North America
32,Michael Chang,1972-02-22,USA,,,,,,,,,,,,19145632.0,,,,,,,,United States of America,North America
33,Francisco Clavet,1968-10-24,ESP,,,,,,,,,,,,4271881.0,,,,,,,,"Spain, Kingdom of",Europe
34,Nicolas Escude,1976-04-03,FRA,,,,,,,,,,,,3216150.0,,,,,,,,"France, French Republic",Europe
35,Jonas Bjorkman,1972-03-23,SWE,,,,,,,,,,,,14610671.0,,,,,,,,"Sweden, Kingdom of",Europe
36,Gaston Gaudio,1978-12-09,ARG,,,,,,,,,,,,6066156.0,,,,,,,,"Argentina, Argentine Republic",South America
37,Nicolas Kiefer,1977-07-05,GER,,,,,,,,,,,,7480465.0,,,,,,,,"Germany, Federal Republic of",Europe
38,Nicolas Lapentti,1976-08-13,ECU,,,,,,,,,,,,6315143.0,,,,,,,,"Ecuador, Republic of",South America
39,Cedric Pioline,1969-06-15,FRA,,,,,,,,,,,,6921029.0,,,,,,,,"France, French Republic",Europe
40,Albert Costa,1975-06-25,ESP,,,,,,,,,,,,7685228.0,,,,,,,,"Spain, Kingdom of",Europe
41,Fernando Vicente,1977-03-08,ESP,,,,,,,,,,,,2917616.0,,,,,,,,"Spain, Kingdom of",Europe
42,Richard Krajicek,1971-12-06,NED,,,,,,,,,,,,10077425.0,,,,,,,,"Netherlands, Kingdom of the",Europe
43,Max Mirnyi,1977-07-06,BLR,,,,,,,,,,,,11763620.0,,,,,,,,"Belarus, Republic of",Europe
44,Bohdan Ulihrach,1975-02-23,CZE,,,,,,,,,,,,3553302.0,,,,,,,,Czech Republic,Europe
45,Fabrice Santoro,1972-12-09,FRA,,,,,,,,,,,,10013832.0,,,,,,,,"France, French Republic",Europe
46,Albert Portas,1973-11-15,ESP,,,,,,,,,,,,2972633.0,,,,,,,,"Spain, Kingdom of",Europe
47,Rainer Schuettler,1976-04-25,GER,,,,,,,,,,,,7407508.0,,,,,,,,"Germany, Federal Republic of",Europe
48,Greg Rusedski,1973-09-06,GBR,,,,,,,,,,,,8944841.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
49,Alex Calatrava,1973-06-14,ESP,,,,,,,,,,,,1335933.0,,,,,,,,"Spain, Kingdom of",Europe
50,Harel Levy,1978-08-05,ISR,,,,,,,,,,,,1579908.0,,,,,,,,"Israel, State of",Asia
51,Gianluca Pozzi,1965-06-17,ITA,,,,,,,,,,,,2272035.0,,,,,,,,"Italy, Italian Republic",Europe
52,Andreas Vinciguerra,1981-02-19,SWE,,,,,,,,,,,,1381556.0,,,,,,,,"Sweden, Kingdom of",Europe
53,Younes El Aynaoui,1971-09-12,MAR,,,,,,,,,,,,4044667.0,,,,,,,,"Morocco, Kingdom of",Africa
54,Davide Sanguinetti,1972-08-25,ITA,,,,,,,,,,,,2935584.0,,,,,,,,"Italy, Italian Republic",Europe
55,Andrew Ilie,1976-04-18,AUS,,,,,,,,,,,,1327838.0,,,,,,,,"Australia, Commonwealth of",Oceania
56,Alberto Martin,1978-08-20,ESP,,,,,,,,,,,,3840885.0,,,,,,,,"Spain, Kingdom of",Europe
57,Mariano Puerta,1978-09-19,ARG,,,,,,,,,,,,1781372.0,,,,,,,,"Argentina, Argentine Republic",South America
58,Jerome Golmard,1973-09-09,FRA,,,,,,,,,,,,2215784.0,,,,,,,,"France, French Republic",Europe
59,Arnaud Di Pasquale,1979-02-11,FRA,,,,,,,,,,,,1162796.0,,,,,,,,"France, French Republic",Europe
60,Andrei Medvedev,1974-08-31,UKR,,,,,,,,,,,,6721598.0,,,,,,,,Ukraine,Europe
61,Byron Black,1969-10-06,ZIM,,,,,,,,,,,,5159775.0,,,,,,,,"Zimbabwe, Republic of",Africa
62,Marc Rosset,1970-11-07,SUI,,,,,,,,,,,,6812693.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
63,Juan-Manuel Balcells,1975-06-20,ESP,,,,,,,,,,,,815801.0,,,,,,,,"Spain, Kingdom of",Europe
64,Wayne Arthurs,1971-03-18,AUS,,,,,,,,,,,,3687809.0,,,,,,,,"Australia, Commonwealth of",Oceania
65,Michal Tabara,1979-08-11,CZE,,,,,,,,,,,,853900.0,,,,,,,,Czech Republic,Europe
66,Jiri Novak,1975-03-22,CZE,,,,,,,,,,,,7618613.0,,,,,,,,Czech Republic,Europe
67,Magnus Gustafsson,1967-01-03,SWE,,,,,,,,,,,,4545489.0,,,,,,,,"Sweden, Kingdom of",Europe
68,Nicolas Massu,1979-10-10,CHI,,,,,,,,,,,,4344833.0,,,,,,,,"Chile, Republic of",South America
69,Galo Blanco,1976-10-08,ESP,,,,,,,,,,,,1832691.0,,,,,,,,"Spain, Kingdom of",Europe
70,Sergio Bruguera,1971-01-16,ESP,,,,,,,,,,,,11632199.0,,,,,,,,"Spain, Kingdom of",Europe
71,Ivan Ljubicic,1979-03-19,CRO,,,,,,,,,,,,10181121.0,,,,,,,,"Croatia, Republic of",Europe
72,Olivier Rochus,1981-01-18,BEL,,,,,,,,,,,,4905754.0,,,,,,,,"Belgium, Kingdom of",Europe
73,Julien Boutter,1974-04-05,FRA,,,,,,,,,,,,1430283.0,,,,,,,,"France, French Republic",Europe
74,Mariano Zabaleta,1978-02-28,ARG,,,,,,,,,,,,3204127.0,,,,,,,,"Argentina, Argentine Republic",South America
75,Mikhail Youzhny,1982-06-25,RUS,,,,,,,,,,,,14264450.0,,,,,,,,Russian Federation,Asia
76,Agustin Calleri,1976-09-14,ARG,,,,,,,,,,,,3753387.0,,,,,,,,"Argentina, Argentine Republic",South America
77,Michel Kratochvil,1979-04-07,SUI,,,,,,,,,,,,1159379.0,,,,,,,,"Switzerland, Swiss Confederation",Europe
78,Xavier Malisse,1980-07-19,BEL,,,,,,,,,,,,5702871.0,,,,,,,,"Belgium, Kingdom of",Europe
79,Hyung-Taik Lee,1976-01-03,KOR,,,,,,,,,,,,2355686.0,,,,,,,,"Korea, Republic of",Asia
80,David Sanchez-Munoz,1978-04-20,ESP,,,,,,,,,,,,1451767.0,,,,,,,,"Spain, Kingdom of",Europe
81,Jason Stoltenberg,1970-04-04,AUS,,,,,,,,,,,,3259607.0,,,,,,,,"Australia, Commonwealth of",Oceania
82,Jan Siemerink,1970-04-14,NED,,,,,,,,,,,,4347693.0,,,,,,,,"Netherlands, Kingdom of the",Europe
83,Jose Acasuso,1982-10-20,ARG,,,,,,,,,,,,3642422.0,,,,,,,,"Argentina, Argentine Republic",South America
84,Tommy Robredo,1982-05-01,ESP,,,,,,,,,,,,13467681.0,,,,,,,,"Spain, Kingdom of",Europe
85,Guillermo Canas,1977-11-25,ARG,,,,,,,,,,,,5285575.0,,,,,,,,"Argentina, Argentine Republic",South America
86,Felix Mantilla,1974-09-23,ESP,,,,,,,,,,,,5332214.0,,,,,,,,"Spain, Kingdom of",Europe
87,Karol Kucera,1974-03-04,SVK,,,,,,,,,,,,5061125.0,,,,,,,,Slovakia (Slovak Republic),Europe
88,Markus Hipfl,1978-04-26,AUT,,,,,,,,,,,,787415.0,,,,,,,,"Austria, Republic of",Europe
89,Andy Roddick,1982-08-30,USA,,,,,,,,,,,,20640030.0,,,,,,,,United States of America,North America
90,Christophe Rochus,1978-12-15,BEL,,,,,,,,,,,,2753294.0,,,,,,,,"Belgium, Kingdom of",Europe
91,Antony Dupuis,1973-02-24,FRA,,,,,,,,,,,,1591333.0,,,,,,,,"France, French Republic",Europe
92,Stefan Koubek,1977-01-02,AUT,,,,,,,,,,,,3365024.0,,,,,,,,"Austria, Republic of",Europe
93,Chris Woodruff,1973-01-02,USA,,,,,,,,,,,,1900659.0,,,,,,,,United States of America,North America
94,Andrei Stoliarov,1977-01-09,RUS,,,,,,,,,,,,733499.0,,,,,,,,Russian Federation,Asia
95,Alexander Popp,1976-11-04,GER,,,,,,,,,,,,976038.0,,,,,,,,"Germany, Federal Republic of",Europe
96,Jens Knippschild,1975-02-15,GER,,,,,,,,,,,,1017972.0,,,,,,,,"Germany, Federal Republic of",Europe
97,Paul Goldstein,1976-08-04,USA,,,,,,,,,,,,1620456.0,,,,,,,,United States of America,North America
98,Jiri Vanek,1978-04-24,CZE,,,,,,,,,,,,1600539.0,,,,,,,,Czech Republic,Europe
99,Lars Burgsmuller,1975-12-06,GER,,,,,,,,,,,,1887164.0,,,,,,,,"Germany, Federal Republic of",Europe
100,Fernando Meligeni,1971-04-12,BRA,,,,,,,,,,,,2555367.0,,,,,,,,"Brazil, Federative Republic of",South America
101,Juan-Albert Viloca-Puig,1973-01-17,ESP,,,,,,,,,,,,851371.0,,,,,,,,"Spain, Kingdom of",Europe
102,Grant Stafford,1971-05-27,RSA,,,,,,,,,,,,1307208.0,,,,,,,,"South Africa, Republic of",Africa
103,Alex Radulescu,1974-12-07,GER,,,,,,,,,,,,698887.0,,,,,,,,"Germany, Federal Republic of",Europe
104,Jim Courier,1970-08-17,USA,,,,,,,,,,,,14034132.0,,,,,,,,United States of America,North America
105,Scott Draper,1974-06-05,AUS,,,,,,,,,,,,1594598.0,,,,,,,,"Australia, Commonwealth of",Oceania
106,Sargis Sargsian,1973-06-03,ARM,,,,,,,,,,,,2603732.0,,,,,,,,"Armenia, Republic of",Asia
107,Brett Steven,1969-04-27,NZL,,,,,,,,,,,,2439714.0,,,,,,,,New Zealand,Oceania
108,Martin Damm (1972),1972-08-01,CZE,,,,,,,,,,,,5735972.0,,,,,,,,Czech Republic,Europe
109,Lionel Roux,1973-04-12,FRA,,,,,,,,,,,,1255648.0,,,,,,,,"France, French Republic",Europe
110,Kenneth Carlsen,1973-04-17,DEN,,,,,,,,,,,,2990980.0,,,,,,,,"Denmark, Kingdom of",Europe
111,Juan-Antonio Marin,1975-03-02,CRC,,,,,,,,,,,,1210290.0,,,,,,,,"Costa Rica, Republic of",North America
112,Christian Ruud,1972-08-24,NOR,,,,,,,,,,,,1399813.0,,,,,,,,"Norway, Kingdom of",Europe
113,Dirk Dier,1972-02-16,GER,,,,,,,,,,,,388546.0,,,,,,,,"Germany, Federal Republic of",Europe
114,Richard Fromberg,1970-04-28,AUS,,,,,,,,,,,,2605740.0,,,,,,,,"Australia, Commonwealth of",Oceania
115,Todd Woodbridge,1971-04-02,AUS,,,,,,,,,,,,10078820.0,,,,,,,,"Australia, Commonwealth of",Oceania
116,Vince Spadea,1974-07-19,USA,,,,,,,,,,,,5004860.0,,,,,,,,United States of America,North America
117,Slava Dosedel,1970-08-14,CZE,,,,,,,,,,,,2452512.0,,,,,,,,Czech Republic,Europe
118,Andrea Gaudenzi,1973-07-30,ITA,,,,,,,,,,,,3063479.0,,,,,,,,"Italy, Italian Republic",Europe
119,Mark Woodforde,1965-09-23,AUS,,,,,,,,,,,,8551305.0,,,,,,,,"Australia, Commonwealth of",Oceania
120,Bernd Karbacher,1968-04-03,GER,,,,,,,,,,,,2043057.0,,,,,,,,"Germany, Federal Republic of",Europe
121,Tomas Nydahl,1968-03-21,SWE,,,,,,,,,,,,671903.0,,,,,,,,"Sweden, Kingdom of",Europe
122,Julian Alonso-Pintor,1977-08-02,ESP,,,,,,,,,,,,852891.0,,,,,,,,"Spain, Kingdom of",Europe
123,Oscar Burrieza-Lopez,1975-07-22,ESP,,,,,,,,,,,,319190.0,,,,,,,,"Spain, Kingdom of",Europe
124,Martin Sinner,1968-02-07,GER,,,,,,,,,,,,896974.0,,,,,,,,"Germany, Federal Republic of",Europe
125,Sultan Khalfan Al Alawi,1977-03-16,QAT,,,,,,,,,,,,85177.0,,,,,,,,"Qatar, State of",Asia
126,Petr Korda,1968-01-23,CZE,,,,,,,,,,,,10448900.0,,,,,,,,Czech Republic,Europe
127,Daniel Vacek,1971-04-01,CZE,,,,,,,,,,,,4803388.0,,,,,,,,Czech Republic,Europe
128,Olivier Delaitre,1967-06-01,FRA,,,,,,,,,,,,2788904.0,,,,,,,,"France, French Republic",Europe
129,Richey Reneberg,1965-10-05,USA,,,,,,,,,,,,4407308.0,,,,,,,,United States of America,North America
130,Guillaume Raoux,1970-02-14,FRA,,,,,,,,,,,,2446506.0,,,,,,,,"France, French Republic",Europe
131,Javier Sanchez,1968-02-01,ESP,,,,,,,,,,,,4427811.0,,,,,,,,"Spain, Kingdom of",Europe
132,Magnus Larsson,1970-03-25,SWE,,,,,,,,,,,,5839451.0,,,,,,,,"Sweden, Kingdom of",Europe
133,Jan Kroslak,1974-10-17,SVK,,,,,,,,,,,,1169329.0,,,,,,,,Slovakia (Slovak Republic),Europe
134,Carlos Costa,1968-04-22,ESP,,,,,,,,,,,,3134189.0,,,,,,,,"Spain, Kingdom of",Europe
135,Filip De Wulf,1972-03-15,BEL,,,,,,,,,,,,1503987.0,,,,,,,,"Belgium, Kingdom of",Europe
136,Jeff Tarango,1968-11-20,USA,,,,,,,,,,,,3730289.0,,,,,,,,United States of America,North America
137,Marc-Kevin Goellner,1970-09-22,GER,,,,,,,,,,,,2700899.0,,,,,,,,"Germany, Federal Republic of",Europe
138,Karim Alami,1973-05-24,MAR,,,,,,,,,,,,2087596.0,,,,,,,,"Morocco, Kingdom of",Africa
139,Goran Ivanisevic,1971-09-13,CRO,,,,,,,,,,,,19878007.0,,,,,,,,"Croatia, Republic of",Europe
140,Johan Van Herck,1974-05-24,BEL,,,,,,,,,,,,717393.0,,,,,,,,"Belgium, Kingdom of",Europe
141,Mikael Tillstrom,1972-03-05,SWE,,,,,,,,,,,,2030525.0,,,,,,,,"Sweden, Kingdom of",Europe
142,Michael Sell,1972-08-23,USA,,,,,,,,,,,,294371.0,,,,,,,,United States of America,North America
143,Teo Susnjak,1977-07-23,NZL,,,,,,,,,,,,15429.0,,,,,,,,New Zealand,Oceania
144,Brian MacPhie,1972-05-11,USA,,,,,,,,,,,,1331539.0,,,,,,,,United States of America,North America
145,Glenn Weiner,1976-04-27,USA,,,,,,,,,,,,498614.0,,,,,,,,United States of America,North America
146,Christian Vinck,1975-09-03,GER,,,,,,,,,,,,482534.0,,,,,,,,"Germany, Federal Republic of",Europe
147,MaliVai Washington,1969-06-20,USA,,,,,,,,,,,,3232565.0,,,,,,,,United States of America,North America
148,Marcelo Filippini,1967-08-04,URU,,,,,,,,,,,,2016190.0,,,,,,,,"Uruguay, Eastern Republic of",South America
149,Alistair Hunt,1972-11-11,NZL,,,,,,,,,,,,76749.0,,,,,,,,New Zealand,Oceania
150,Mark Nielsen,1977-10-08,NZL,,,,,,,,,,,,166271.0,,,,,,,,New Zealand,Oceania
151,Michael Tebbutt,1970-12-22,AUS,,,,,,,,,,,,1114448.0,,,,,,,,"Australia, Commonwealth of",Oceania
152,Dick Norman,1971-03-01,BEL,,,,,,,,,,,,2019581.0,,,,,,,,"Belgium, Kingdom of",Europe
153,Hendrik Dreekmann,1975-01-29,GER,,,,,,,,,,,,1366435.0,,,,,,,,"Germany, Federal Republic of",Europe
154,Alberto Berasategui,1973-06-28,ESP,,,,,,,,,,,,4676187.0,,,,,,,,"Spain, Kingdom of",Europe
155,Allen Belobrajdic,1976-09-18,AUS,,,,,,,,,,,,83068.0,,,,,,,,"Australia, Commonwealth of",Oceania
156,Peter Tramacchi,1970-11-08,AUS,,,,,,,,,,,,526544.0,,,,,,,,"Australia, Commonwealth of",Oceania
157,Todd Larkham,1974-10-13,AUS,,,,,,,,,,,,306108.0,,,,,,,,"Australia, Commonwealth of",Oceania
158,Leander Paes,1973-06-17,IND,,,,,,,,,,,,8587586.0,,,,,,,,"India, Republic of",Asia
159,Daniel Nestor,1972-09-04,CAN,,,,,,,,,,,,12835671.0,,,,,,,,Canada,North America
160,Gilbert Schaller,1969-03-17,AUT,,,,,,,,,,,,1317163.0,,,,,,,,"Austria, Republic of",Europe
161,Radomir Vasek,1972-09-23,CZE,,,,,,,,,,,,418622.0,,,,,,,,Czech Republic,Europe
162,Arnaud Boetsch,1969-04-01,FRA,,,,,,,,,,,,3031247.0,,,,,,,,"France, French Republic",Europe
163,Dennis Van Scheppingen,1975-07-05,NED,,,,,,,,,,,,871886.0,,,,,,,,"Netherlands, Kingdom of the",Europe
164,David Wheaton,1969-06-02,USA,,,,,,,,,,,,5238401.0,,,,,,,,United States of America,North America
165,Marcello Craca,1974-10-27,GER,,,,,,,,,,,,273659.0,,,,,,,,"Germany, Federal Republic of",Europe
166,Jacobo Diaz-Ruiz,1976-07-11,ESP,,,,,,,,,,,,689680.0,,,,,,,,"Spain, Kingdom of",Europe
167,Marcos Ondruska,1972-12-18,RSA,,,,,,,,,,,,1835129.0,,,,,,,,"South Africa, Republic of",Africa
168,Christophe Van Garsse,1974-06-21,BEL,,,,,,,,,,,,249730.0,,,,,,,,"Belgium, Kingdom of",Europe
169,David Witt,1973-06-02,USA,,,,,,,,,,,,295543.0,,,,,,,,United States of America,North America
170,Jonathan Stark,1971-04-03,USA,,,,,,,,,,,,3220867.0,,,,,,,,United States of America,North America
171,Jurek Stasiak,1978-04-23,AUS,,,,,,,,,,,,37058.0,,,,,,,,"Australia, Commonwealth of",Oceania
172,Jordi Burillo,1972-12-07,ESP,,,,,,,,,,,,1198126.0,,,,,,,,"Spain, Kingdom of",Europe
173,Lucas Arnold-Ker,1974-10-12,ARG,,,,,,,,,,,,1745936.0,,,,,,,,"Argentina, Argentine Republic",South America
174,Alex O'Brien,1970-03-07,USA,,,,,,,,,,,,3526390.0,,,,,,,,United States of America,North America
175,Steve Campbell,1970-10-22,USA,,,,,,,,,,,,484898.0,,,,,,,,United States of America,North America
176,Justin Gimelstob,1977-01-26,USA,,,,,,,,,,,,2575522.0,,,,,,,,United States of America,North America
177,Emilio Benfele-Alvarez,1972-11-15,ESP,,,,,,,,,,,,902099.0,,,,,,,,"Spain, Kingdom of",Europe
178,Sandon Stolle,1970-07-13,AUS,,,,,,,,,,,,3762442.0,,,,,,,,"Australia, Commonwealth of",Oceania
179,Thomas Muster,1967-10-02,AUT,,,,,,,,,,,,12266977.0,,,,,,,,"Austria, Republic of",Europe
180,Jan Apell,1969-11-04,SWE,,,,,,,,,,,,1404957.0,,,,,,,,"Sweden, Kingdom of",Europe
181,Renzo Furlan,1970-05-17,ITA,,,,,,,,,,,,2449043.0,,,,,,,,"Italy, Italian Republic",Europe
182,Marzio Martelli,1971-12-14,ITA,,,,,,,,,,,,320131.0,,,,,,,,"Italy, Italian Republic",Europe
183,Dinu-Mihai Pescariu,1974-04-12,ROU,,,,,,,,,,,,676539.0,,,,,,,,Romania,Europe
184,Karsten Braasch,1967-07-14,GER,,,,,,,,,,,,1497244.0,,,,,,,,"Germany, Federal Republic of",Europe
185,Luke Smith,1976-10-25,AUS,,,,,,,,,,,,84208.0,,,,,,,,"Australia, Commonwealth of",Oceania
186,Mark Knowles,1971-09-04,BAH,,,,,,,,,,,,7058933.0,,,,,,,,"Bahamas, Commonwealth of the",North America
187,Grant Doyle,1974-01-09,AUS,,,,,,,,,,,,318037.0,,,,,,,,"Australia, Commonwealth of",Oceania
188,Jaime Oncins,1970-06-16,BRA,,,,,,,,,,,,1211476.0,,,,,,,,"Brazil, Federative Republic of",South America
189,Adrian Voinea,1974-08-06,ROU,,,,,,,,,,,,1836277.0,,,,,,,,Romania,Europe
190,Andrei Chesnokov,1966-02-02,RUS,,,,,,,,,,,,3084188.0,,,,,,,,Russian Federation,Asia
191,Gerard Solves,1968-04-07,FRA,,,,,,,,,,,,403190.0,,,,,,,,"France, French Republic",Europe
192,Patrick Baur,1965-05-03,GER,,,,,,,,,,,,709282.0,,,,,,,,"Germany, Federal Republic of",Europe
193,Joaquin Munoz-Hernandez,1975-01-04,ESP,,,,,,,,,,,,141249.0,,,,,,,,"Spain, Kingdom of",Europe
194,Ionut Moldovan,1978-01-17,ROU,,,,,,,,,,,,222260.0,,,,,,,,Romania,Europe
195,Steve Bryan,1970-08-10,USA,,,,,,,,,,,,552962.0,,,,,,,,United States of America,North America
196,Hernan Gumy,1972-03-05,ARG,,,,,,,,,,,,1226776.0,,,,,,,,"Argentina, Argentine Republic",South America
197,Julien Chauvin,1975-04-17,FRA,,,,,,,,,,,,22562.0,,,,,,,,"France, French Republic",Europe
198,Gaston Etlis,1974-11-04,ARG,,,,,,,,,,,,1559459.0,,,,,,,,"Argentina, Argentine Republic",South America
200,Mounir El Aarej,1977-06-16,MAR,,,,,,,,,,,,127568.0,,,,,,,,"Morocco, Kingdom of",Africa
201,Lars Jonsson,1970-06-27,SWE,,,,,,,,,,,,888998.0,,,,,,,,"Sweden, Kingdom of",Europe
202,Patrick McEnroe,1966-07-01,USA,,,,,,,,,,,,3118316.0,,,,,,,,United States of America,North America
203,Tomas Carbonell,1968-08-07,ESP,,,,,,,,,,,,3157584.0,,,,,,,,"Spain, Kingdom of",Europe
204,Jozsef Krocsko,1968-04-20,HUN,,,,,,,,,,,,146884.0,,,,,,,,"Hungary, Republic of",Europe
205,David Skoch,1976-11-06,CZE,,,,,,,,,,,,949707.0,,,,,,,,Czech Republic,Europe
206,Bernardo Mota,1971-06-14,POR,,,,,,,,,,,,253659.0,,,,,,,,"Portugal, Portuguese Republic",Europe
207,Marcos-Aurelio Gorriz-Bonhora,1964-03-04,ESP,,,,,,,,,,,,662335.0,,,,,,,,"Spain, Kingdom of",Europe
208,Omar Camporese,1968-05-08,ITA,,,,,,,,,,,,1610475.0,,,,,,,,"Italy, Italian Republic",Europe
209,Oliver Gross,1973-06-17,GER,,,,,,,,,,,,876452.0,,,,,,,,"Germany, Federal Republic of",Europe
211,Gerald Mandl,1970-11-12,AUT,,,,,,,,,,,,113624.0,,,,,,,,"Austria, Republic of",Europe
212,Ramon Delgado,1976-11-14,PAR,,,,,,,,,,,,1385410.0,,,,,,,,"Paraguay, Republic of",South America
213,Daniel Orsanic,1968-06-11,ARG,,,,,,,,,,,,991800.0,,,,,,,,"Argentina, Argentine Republic",South America
214,Carsten Arriens,1969-04-11,GER,,,,,,,,,,,,314588.0,,,,,,,,"Germany, Federal Republic of",Europe
215,Andrei Olhovskiy,1966-04-15,RUS,,,,,,,,,,,,3208620.0,,,,,,,,Russian Federation,Asia
216,Yasufumi Yamamoto,1971-05-03,JPN,,,,,,,,,,,,89348.0,,,,,,,,Japan,Asia
217,Jeff Salzenstein,1973-10-14,USA,,,,,,,,,,,,616017.0,,,,,,,,United States of America,North America
218,Boris Becker,1967-11-22,GER,,,,,,,,,,,,25080956.0,,,,,,,,"Germany, Federal Republic of",Europe
219,Sebastien Lareau,1973-04-27,CAN,,,,,,,,,,,,2879682.0,,,,,,,,Canada,North America
220,Mark Petchey,1970-08-01,GBR,,,,,,,,,,,,657776.0,,,,,,,,United Kingdom of Great Britain & Northern Ireland,Europe
221,Tomas Behrend,1974-12-12,GER,,,,,,,,,,,,977352.0,,,,,,,,"Germany, Federal Republic of",Europe
222,Roberto Carretero-Diaz,1975-08-30,ESP,,,,,,,,,,,,,,,,,,,,"Spain, Kingdom of",Europe
223,Nicklas Kulti,1971-04-22,SWE,,,,,,,,,,,,3186946.0,,,,,,,,"Sweden, Kingdom of",Europe
224,Paul Haarhuis,1966-02-19,NED,,,,,,,,,,,,7751962.0,,,,,,,,"Netherlands, Kingdom of the",Europe
225,Diego Nargiso,1970-03-15,ITA,,,,,,,,,,,,1807857.0,,,,,,,,"Italy, Italian Republic",Europe
226,Mahesh Bhupathi,1974-06-07,IND,,,,,,,,,,,,6665907.0,,,,,,,,"India, Republic of",Asia
227,Javier Frana,1966-12-25,ARG,,,,,,,,,,,,1691848.0,,,,,,,,"Argentina, Argentine Republic",South America
228,Pat Cash,1965-05-27,AUS,,,,,,,,,,,,1950345.0,,,,,,,,"Australia, Commonwealth of",Oceania
229,Luke Jensen,1966-06-18,USA,,,,,,,,,,,,1313255.0,,,,,,,800743212.0,United States of America,North America
